y,x,street_count,highway,ref,geometry
27.508335,-99.5201824,3,,,POINT (-99.5201824 27.508335)
27.5072546,-99.5196777,3,,,POINT (-99.5196777 27.5072546)
27.5074907,-99.5208879,3,,,POINT (-99.5208879 27.5074907)
27.5073704,-99.5207746,3,,,POINT (-99.5207746 27.5073704)
27.5072566,-99.5211956,3,,,POINT (-99.5211956 27.5072566)
27.5065604,-99.5219501,3,,,POINT (-99.5219501 27.5065604)
27.5062502,-99.5216561,3,,,POINT (-99.5216561 27.5062502)
27.5064454,-99.5221031,3,,,POINT (-99.5221031 27.5064454)
27.5061406,-99.5218016,3,,,POINT (-99.5218016 27.5061406)
27.50633,-99.5222559,3,,,POINT (-99.5222559 27.50633)
27.5060211,-99.5219602,3,,,POINT (-99.5219602 27.5060211)
27.5062161,-99.5224068,3,,,POINT (-99.5224068 27.5062161)
27.5059062,-99.5221126,3,,,POINT (-99.5221126 27.5059062)
27.5060985,-99.5225626,3,,,POINT (-99.5225626 27.5060985)
27.505794,-99.5222615,3,,,POINT (-99.5222615 27.505794)
27.5059834,-99.5227153,3,,,POINT (-99.5227153 27.5059834)
27.5056752,-99.5224191,3,,,POINT (-99.5224191 27.5056752)
27.5048145,-99.5230527,3,,,POINT (-99.5230527 27.5048145)
27.5052113,-99.5233263,3,,,POINT (-99.5233263 27.5052113)
27.5055446,-99.523165,1,,,POINT (-99.523165 27.5055446)
27.5059546,-99.5186903,4,,,POINT (-99.5186903 27.5059546)
27.5044801,-99.5195276,3,,,POINT (-99.5195276 27.5044801)
27.5044357,-99.5194998,4,,,POINT (-99.5194998 27.5044357)
27.5043915,-99.519463,3,,,POINT (-99.519463 27.5043915)
27.5051684,-99.5191109,3,,,POINT (-99.5191109 27.5051684)
27.5044404,-99.5192504,1,,,POINT (-99.5192504 27.5044404)
27.5045641,-99.5185163,3,,,POINT (-99.5185163 27.5045641)
27.5046927,-99.5181929,4,,,POINT (-99.5181929 27.5046927)
27.5047875,-99.5179548,1,,,POINT (-99.5179548 27.5047875)
27.5045512,-99.5190798,3,,,POINT (-99.5190798 27.5045512)
27.5045148,-99.5190504,4,,,POINT (-99.5190504 27.5045148)
27.504479,-99.5190224,3,,,POINT (-99.5190224 27.504479)
27.5046502,-99.5185443,4,,,POINT (-99.5185443 27.5046502)
27.5046112,-99.5185309,4,,,POINT (-99.5185309 27.5046112)
27.5047556,-99.5182617,3,,,POINT (-99.5182617 27.5047556)
27.5047221,-99.5182445,4,,,POINT (-99.5182445 27.5047221)
27.5046804,-99.5182239,3,,,POINT (-99.5182239 27.5046804)
27.5047881,-99.5181798,3,,,POINT (-99.5181798 27.5047881)
27.5047526,-99.5181661,4,,,POINT (-99.5181661 27.5047526)
27.5047109,-99.5181457,3,,,POINT (-99.5181457 27.5047109)
27.5059637,-99.5185886,3,,,POINT (-99.5185886 27.5059637)
27.5063292,-99.5187411,1,,,POINT (-99.5187411 27.5063292)
27.5060104,-99.518662,3,,,POINT (-99.518662 27.5060104)
27.5060256,-99.5186166,4,,,POINT (-99.5186166 27.5060256)
27.506144,-99.5182472,1,,,POINT (-99.5182472 27.506144)
27.5060375,-99.5185795,3,,,POINT (-99.5185795 27.5060375)
27.506354,-99.5187983,3,,,POINT (-99.5187983 27.506354)
27.5565325,-99.4913876,3,,,POINT (-99.4913876 27.5565325)
27.594404,-99.490618,3,,,POINT (-99.490618 27.594404)
27.5938932,-99.4919878,4,,,POINT (-99.4919878 27.5938932)
27.4816638,-99.4125422,3,,,POINT (-99.4125422 27.4816638)
27.4816749,-99.4155587,3,,,POINT (-99.4155587 27.4816749)
27.4840382,-99.4172698,3,,,POINT (-99.4172698 27.4840382)
27.4818736,-99.4172373,3,,,POINT (-99.4172373 27.4818736)
27.4840528,-99.4164447,3,,,POINT (-99.4164447 27.4840528)
27.4832884,-99.4172604,3,,,POINT (-99.4172604 27.4832884)
27.4825534,-99.4172513,3,,,POINT (-99.4172513 27.4825534)
27.598484,-99.4785666,3,,,POINT (-99.4785666 27.598484)
27.5980232,-99.478278,3,,,POINT (-99.478278 27.5980232)
27.5992002,-99.5297056,4,crossing,,POINT (-99.5297056 27.5992002)
27.5994205,-99.5298088,3,,,POINT (-99.5298088 27.5994205)
27.4101383,-99.4800593,3,,,POINT (-99.4800593 27.4101383)
27.4091553,-99.4785871,1,,,POINT (-99.4785871 27.4091553)
27.4153692,-99.4798294,3,,,POINT (-99.4798294 27.4153692)
27.4207447,-99.4796367,4,,,POINT (-99.4796367 27.4207447)
27.4224612,-99.4799149,4,,,POINT (-99.4799149 27.4224612)
27.3800887,-99.4863809,3,,,POINT (-99.4863809 27.3800887)
27.3742176,-99.4889201,4,,,POINT (-99.4889201 27.3742176)
27.5643909,-99.4584999,1,,,POINT (-99.4584999 27.5643909)
27.5667507,-99.4560239,1,,,POINT (-99.4560239 27.5667507)
27.5637438,-99.455994,3,,,POINT (-99.455994 27.5637438)
27.5419018,-99.5110512,3,,,POINT (-99.5110512 27.5419018)
27.5419743,-99.5100825,3,,,POINT (-99.5100825 27.5419743)
27.543235,-99.5102453,1,,,POINT (-99.5102453 27.543235)
27.5418866,-99.5093226,3,,,POINT (-99.5093226 27.5418866)
27.5153515,-99.4486593,3,,,POINT (-99.4486593 27.5153515)
27.515367,-99.4473379,3,,,POINT (-99.4473379 27.515367)
27.5153551,-99.4483495,3,,,POINT (-99.4483495 27.5153551)
27.5153624,-99.447728,3,,,POINT (-99.447728 27.5153624)
27.5140897,-99.4476917,3,,,POINT (-99.4476917 27.5140897)
27.4593983,-99.4784436,3,,,POINT (-99.4784436 27.4593983)
27.4594073,-99.4777997,3,,,POINT (-99.4777997 27.4594073)
27.4603456,-99.4777813,3,,,POINT (-99.4777813 27.4603456)
27.4605903,-99.4784316,3,,,POINT (-99.4784316 27.4605903)
27.4606081,-99.4777762,3,,,POINT (-99.4777762 27.4606081)
27.4605927,-99.4783456,4,,,POINT (-99.4783456 27.4605927)
27.4593387,-99.4778022,3,,,POINT (-99.4778022 27.4593387)
27.4594001,-99.47831,3,,,POINT (-99.47831 27.4594001)
27.4589967,-99.478307,3,,,POINT (-99.478307 27.4589967)
27.4590068,-99.4778141,3,,,POINT (-99.4778141 27.4590068)
27.4594055,-99.4779247,3,,,POINT (-99.4779247 27.4594055)
27.4590045,-99.477927,3,,,POINT (-99.477927 27.4590045)
27.4596126,-99.4777957,3,,,POINT (-99.4777957 27.4596126)
27.4595872,-99.4783579,1,,,POINT (-99.4783579 27.4595872)
27.4596074,-99.4779108,3,,,POINT (-99.4779108 27.4596074)
27.4599936,-99.4779245,3,,,POINT (-99.4779245 27.4599936)
27.459973,-99.4784576,3,,,POINT (-99.4784576 27.459973)
27.4599984,-99.4777881,3,,,POINT (-99.4777881 27.4599984)
27.4588872,-99.4787517,1,,,POINT (-99.4787517 27.4588872)
27.4582395,-99.4778417,3,,,POINT (-99.4778417 27.4582395)
27.4586814,-99.4787469,3,,,POINT (-99.4787469 27.4586814)
27.4586993,-99.4778251,3,,,POINT (-99.4778251 27.4586993)
27.4585482,-99.4787437,3,,,POINT (-99.4787437 27.4585482)
27.4585659,-99.4778299,3,,,POINT (-99.4778299 27.4585659)
27.458553,-99.4784925,3,,,POINT (-99.4784925 27.458553)
27.4582252,-99.4784777,3,,,POINT (-99.4784777 27.4582252)
27.4775158,-99.433172,3,,,POINT (-99.433172 27.4775158)
27.4767914,-99.4317971,4,,,POINT (-99.4317971 27.4767914)
27.477948,-99.4331823,4,,,POINT (-99.4331823 27.477948)
27.478492,-99.4331934,4,,,POINT (-99.4331934 27.478492)
27.5086248,-99.5189087,1,,,POINT (-99.5189087 27.5086248)
27.5967391,-99.5337695,3,,,POINT (-99.5337695 27.5967391)
27.6094378,-99.4735099,3,,,POINT (-99.4735099 27.6094378)
27.6094863,-99.4736638,3,,,POINT (-99.4736638 27.6094863)
27.4682773,-99.4620524,3,,,POINT (-99.4620524 27.4682773)
27.4682814,-99.4609945,3,,,POINT (-99.4609945 27.4682814)
27.4683495,-99.4608289,3,,,POINT (-99.4608289 27.4683495)
27.4683696,-99.4607418,3,,,POINT (-99.4607418 27.4683696)
27.4695353,-99.4605057,3,,,POINT (-99.4605057 27.4695353)
27.4692552,-99.4608252,3,,,POINT (-99.4608252 27.4692552)
27.4685691,-99.4609222,3,,,POINT (-99.4609222 27.4685691)
27.4684166,-99.4609147,3,,,POINT (-99.4609147 27.4684166)
27.4703313,-99.4610331,3,,,POINT (-99.4610331 27.4703313)
27.4712403,-99.4612031,3,,,POINT (-99.4612031 27.4712403)
27.6178337,-99.4700741,3,,,POINT (-99.4700741 27.6178337)
27.6177954,-99.4687179,3,,,POINT (-99.4687179 27.6177954)
27.6196624,-99.468643,3,,,POINT (-99.468643 27.6196624)
27.6151263,-99.4701795,3,,,POINT (-99.4701795 27.6151263)
27.615336,-99.4699545,1,,,POINT (-99.4699545 27.615336)
27.6175996,-99.4698701,1,,,POINT (-99.4698701 27.6175996)
27.6163363,-99.4701327,3,,,POINT (-99.4701327 27.6163363)
27.61633,-99.4699175,3,,,POINT (-99.4699175 27.61633)
27.6185429,-99.4700484,3,,,POINT (-99.4700484 27.6185429)
27.6185386,-99.4698351,3,,,POINT (-99.4698351 27.6185386)
27.6179838,-99.469853,1,,,POINT (-99.469853 27.6179838)
27.6194809,-99.4698019,1,,,POINT (-99.4698019 27.6194809)
27.6196817,-99.4700255,3,,,POINT (-99.4700255 27.6196817)
27.6228814,-99.4691433,3,,,POINT (-99.4691433 27.6228814)
27.6224056,-99.4709186,3,,,POINT (-99.4709186 27.6224056)
27.6221069,-99.4689109,3,,,POINT (-99.4689109 27.6221069)
27.6196732,-99.4695876,3,,,POINT (-99.4695876 27.6196732)
27.622602,-99.4703649,3,,,POINT (-99.4703649 27.622602)
27.6210707,-99.4703124,3,,,POINT (-99.4703124 27.6210707)
27.6211631,-99.4699365,3,,,POINT (-99.4699365 27.6211631)
27.6152182,-99.4721852,3,,,POINT (-99.4721852 27.6152182)
27.6155181,-99.4714157,3,,,POINT (-99.4714157 27.6155181)
27.6153408,-99.4724794,1,,,POINT (-99.4724794 27.6153408)
27.6155075,-99.4720554,1,,,POINT (-99.4720554 27.6155075)
27.6154181,-99.4722828,4,,,POINT (-99.4722828 27.6154181)
27.593534,-99.4918199,3,,,POINT (-99.4918199 27.593534)
27.5928671,-99.4924691,3,,,POINT (-99.4924691 27.5928671)
27.5935097,-99.4908198,3,turning_circle,,POINT (-99.4908198 27.5935097)
27.5936653,-99.4902841,3,,,POINT (-99.4902841 27.5936653)
27.6092972,-99.4740326,3,,,POINT (-99.4740326 27.6092972)
27.6085465,-99.4733647,3,,,POINT (-99.4733647 27.6085465)
27.6092301,-99.4742082,3,,,POINT (-99.4742082 27.6092301)
27.6084483,-99.4735008,3,,,POINT (-99.4735008 27.6084483)
27.609173,-99.4743576,3,,,POINT (-99.4743576 27.609173)
27.6083448,-99.4736443,3,,,POINT (-99.4736443 27.6083448)
27.6091095,-99.4745238,4,,,POINT (-99.4745238 27.6091095)
27.6082603,-99.4737853,3,,,POINT (-99.4737853 27.6082603)
27.6090395,-99.4747069,3,,,POINT (-99.4747069 27.6090395)
27.6081739,-99.473934,3,,,POINT (-99.473934 27.6081739)
27.6080878,-99.4740821,3,,,POINT (-99.4740821 27.6080878)
27.6089794,-99.474864,3,,,POINT (-99.474864 27.6089794)
27.6089116,-99.4750329,3,,,POINT (-99.4750329 27.6089116)
27.6080043,-99.4742257,3,,,POINT (-99.4742257 27.6080043)
27.6079157,-99.4743781,3,,,POINT (-99.4743781 27.6079157)
27.6078144,-99.4745523,3,,,POINT (-99.4745523 27.6078144)
27.6087672,-99.4753829,3,,,POINT (-99.4753829 27.6087672)
27.608704,-99.4755337,3,,,POINT (-99.4755337 27.608704)
27.6086204,-99.4757017,3,,,POINT (-99.4757017 27.6086204)
27.6076594,-99.4748552,3,,,POINT (-99.4748552 27.6076594)
27.6085265,-99.4758475,3,,,POINT (-99.4758475 27.6085265)
27.6084493,-99.4760228,4,,,POINT (-99.4760228 27.6084493)
27.6075773,-99.4755147,3,,,POINT (-99.4755147 27.6075773)
27.6077582,-99.4756383,3,,,POINT (-99.4756383 27.6077582)
27.6081599,-99.4759977,3,,,POINT (-99.4759977 27.6081599)
27.6082618,-99.4758519,3,,,POINT (-99.4758519 27.6082618)
27.6096362,-99.4755841,3,,,POINT (-99.4755841 27.6096362)
27.6093784,-99.4754569,4,,,POINT (-99.4754569 27.6093784)
27.6096216,-99.4747451,3,,,POINT (-99.4747451 27.6096216)
27.6091193,-99.4753291,4,,,POINT (-99.4753291 27.6091193)
27.6093829,-99.4746307,3,,,POINT (-99.4746307 27.6093829)
27.609258,-99.4741351,3,,,POINT (-99.4741351 27.609258)
27.6092764,-99.4745891,3,,,POINT (-99.4745891 27.6092764)
27.60941,-99.474199,3,,,POINT (-99.474199 27.60941)
27.6096953,-99.4745509,3,,,POINT (-99.4745509 27.6096953)
27.6093482,-99.4743793,3,,,POINT (-99.4743793 27.6093482)
27.6091813,-99.4751648,3,,,POINT (-99.4751648 27.6091813)
27.6092431,-99.474576,3,,,POINT (-99.474576 27.6092431)
27.6090583,-99.4762686,3,,,POINT (-99.4762686 27.6090583)
27.6093133,-99.4756213,3,,,POINT (-99.4756213 27.6093133)
27.6086261,-99.4760613,4,,,POINT (-99.4760613 27.6086261)
27.6092471,-99.4758177,3,,,POINT (-99.4758177 27.6092471)
27.6095617,-99.4733756,3,,,POINT (-99.4733756 27.6095617)
27.6088401,-99.4727786,3,,,POINT (-99.4727786 27.6088401)
27.6096381,-99.4732041,3,,,POINT (-99.4732041 27.6096381)
27.6089596,-99.4726045,3,,,POINT (-99.4726045 27.6089596)
27.6097231,-99.4730133,3,,,POINT (-99.4730133 27.6097231)
27.6090711,-99.4724421,3,,,POINT (-99.4724421 27.6090711)
27.6098104,-99.4728172,3,,,POINT (-99.4728172 27.6098104)
27.6091924,-99.4722652,3,,,POINT (-99.4722652 27.6091924)
27.6098839,-99.4726521,3,,,POINT (-99.4726521 27.6098839)
27.6092944,-99.4721166,3,,,POINT (-99.4721166 27.6092944)
27.6099707,-99.4724544,3,,,POINT (-99.4724544 27.6099707)
27.6094096,-99.4719487,3,,,POINT (-99.4719487 27.6094096)
27.6095061,-99.4718081,3,,,POINT (-99.4718081 27.6095061)
27.6101284,-99.4720651,3,,,POINT (-99.4720651 27.6101284)
27.6096311,-99.4716259,3,,,POINT (-99.4716259 27.6096311)
27.610201,-99.4718711,3,,,POINT (-99.4718711 27.610201)
27.6097279,-99.4714848,3,,,POINT (-99.4714848 27.6097279)
27.6099115,-99.4729722,3,,,POINT (-99.4729722 27.6099115)
27.6097789,-99.4728879,3,,,POINT (-99.4728879 27.6097789)
27.6103753,-99.4729724,3,,,POINT (-99.4729724 27.6103753)
27.6098534,-99.4727207,3,,,POINT (-99.4727207 27.6098534)
27.6103019,-99.4731415,3,,,POINT (-99.4731415 27.6103019)
27.6102258,-99.473328,3,,,POINT (-99.473328 27.6102258)
27.6098462,-99.4731459,3,,,POINT (-99.4731459 27.6098462)
27.6101483,-99.4735225,3,,,POINT (-99.4735225 27.6101483)
27.6097642,-99.4733385,3,,,POINT (-99.4733385 27.6097642)
27.6104443,-99.4727957,3,,,POINT (-99.4727957 27.6104443)
27.4293456,-99.4706243,3,,,POINT (-99.4706243 27.4293456)
27.4290243,-99.4706147,3,,,POINT (-99.4706147 27.4290243)
27.4287793,-99.4687813,3,,,POINT (-99.4687813 27.4287793)
27.4271877,-99.4680206,3,,,POINT (-99.4680206 27.4271877)
27.4290584,-99.4704473,3,,,POINT (-99.4704473 27.4290584)
27.4287517,-99.4702573,4,,,POINT (-99.4702573 27.4287517)
27.4271955,-99.4675224,3,,,POINT (-99.4675224 27.4271955)
27.4289404,-99.4687882,3,,,POINT (-99.4687882 27.4289404)
27.4271683,-99.4692217,3,,,POINT (-99.4692217 27.4271683)
27.4278226,-99.4680363,3,,,POINT (-99.4680363 27.4278226)
27.4276489,-99.4692319,3,,,POINT (-99.4692319 27.4276489)
27.4276666,-99.4680324,3,,,POINT (-99.4680324 27.4276666)
27.4274657,-99.469228,3,,,POINT (-99.469228 27.4274657)
27.4274883,-99.468028,3,,,POINT (-99.468028 27.4274883)
27.4273242,-99.4680239,3,,,POINT (-99.4680239 27.4273242)
27.4273077,-99.4692247,3,,,POINT (-99.4692247 27.4273077)
27.482314,-99.4124339,4,,,POINT (-99.4124339 27.482314)
27.4842948,-99.4120833,3,,,POINT (-99.4120833 27.4842948)
27.48383,-99.4121656,3,,,POINT (-99.4121656 27.48383)
27.4839012,-99.4125782,3,,,POINT (-99.4125782 27.4839012)
27.4826751,-99.41237,4,,,POINT (-99.41237 27.4826751)
27.4827479,-99.4127907,3,,,POINT (-99.4127907 27.4827479)
27.4824983,-99.413657,3,,,POINT (-99.413657 27.4824983)
27.4823904,-99.4129409,3,,,POINT (-99.4129409 27.4823904)
27.4823306,-99.4136802,3,,,POINT (-99.4136802 27.4823306)
27.4822286,-99.4129661,3,,,POINT (-99.4129661 27.4822286)
27.4821672,-99.4137027,3,,,POINT (-99.4137027 27.4821672)
27.48207,-99.4129908,3,,,POINT (-99.4129908 27.48207)
27.4997605,-99.4362294,3,,,POINT (-99.4362294 27.4997605)
27.4974265,-99.435606,3,,,POINT (-99.435606 27.4974265)
27.4974767,-99.4357466,3,,,POINT (-99.4357466 27.4974767)
27.4996079,-99.4362263,3,,,POINT (-99.4362263 27.4996079)
27.4994344,-99.4362227,3,,,POINT (-99.4362227 27.4994344)
27.4994457,-99.4356124,3,,,POINT (-99.4356124 27.4994457)
27.4992868,-99.4354534,3,,,POINT (-99.4354534 27.4992868)
27.4992766,-99.4362194,3,,,POINT (-99.4362194 27.4992766)
27.4991033,-99.4362159,3,,,POINT (-99.4362159 27.4991033)
27.4991104,-99.4356059,3,,,POINT (-99.4356059 27.4991104)
27.4989388,-99.4362125,3,,,POINT (-99.4362125 27.4989388)
27.4989471,-99.4356027,3,,,POINT (-99.4356027 27.4989471)
27.4987716,-99.436209,3,,,POINT (-99.436209 27.4987716)
27.4987819,-99.4355995,3,,,POINT (-99.4355995 27.4987819)
27.4986082,-99.4361796,3,,,POINT (-99.4361796 27.4986082)
27.4986212,-99.4354406,3,,,POINT (-99.4354406 27.4986212)
27.4984447,-99.4361769,3,,,POINT (-99.4361769 27.4984447)
27.4984516,-99.4355931,3,,,POINT (-99.4355931 27.4984516)
27.4982753,-99.4361741,3,,,POINT (-99.4361741 27.4982753)
27.4982863,-99.4355898,3,,,POINT (-99.4355898 27.4982863)
27.4981124,-99.4361714,3,,,POINT (-99.4361714 27.4981124)
27.4981228,-99.4355866,3,,,POINT (-99.4355866 27.4981228)
27.4979427,-99.4361703,3,,,POINT (-99.4361703 27.4979427)
27.497961,-99.4354275,3,,,POINT (-99.4354275 27.497961)
27.4977818,-99.4361872,3,,,POINT (-99.4361872 27.4977818)
27.4977935,-99.4355848,3,,,POINT (-99.4355848 27.4977935)
27.4976158,-99.4361845,3,,,POINT (-99.4361845 27.4976158)
27.4976242,-99.4356662,3,,,POINT (-99.4356662 27.4976242)
27.4992851,-99.4356093,4,,,POINT (-99.4356093 27.4992851)
27.4986173,-99.4355963,4,,,POINT (-99.4355963 27.4986173)
27.4979582,-99.4355834,4,,,POINT (-99.4355834 27.4979582)
27.4997378,-99.4376857,3,,,POINT (-99.4376857 27.4997378)
27.4991377,-99.4374395,1,,,POINT (-99.4374395 27.4991377)
27.499452,-99.4376699,3,,,POINT (-99.4376699 27.499452)
27.4997567,-99.4364758,3,,,POINT (-99.4364758 27.4997567)
27.4996182,-99.4376791,3,,,POINT (-99.4376791 27.4996182)
27.4996422,-99.4364728,3,,,POINT (-99.4364728 27.4996422)
27.4995887,-99.4379327,3,,,POINT (-99.4379327 27.4995887)
27.497433,-99.4381906,4,,,POINT (-99.4381906 27.497433)
27.4968008,-99.4377738,3,,,POINT (-99.4377738 27.4968008)
27.4980715,-99.4386387,3,,,POINT (-99.4386387 27.4980715)
27.4980705,-99.4384793,4,,,POINT (-99.4384793 27.4980705)
27.4980796,-99.4379571,3,,,POINT (-99.4379571 27.4980796)
27.4979075,-99.4384585,3,,,POINT (-99.4384585 27.4979075)
27.4979144,-99.4379293,3,,,POINT (-99.4379293 27.4979144)
27.4977435,-99.4383721,3,,,POINT (-99.4383721 27.4977435)
27.4977522,-99.4378961,3,,,POINT (-99.4378961 27.4977522)
27.497582,-99.4382776,3,,,POINT (-99.4382776 27.497582)
27.4975882,-99.4378948,3,,,POINT (-99.4378948 27.4975882)
27.4974458,-99.4373335,1,,,POINT (-99.4373335 27.4974458)
27.4984005,-99.4386494,3,,,POINT (-99.4386494 27.4984005)
27.4984035,-99.4384865,4,,,POINT (-99.4384865 27.4984035)
27.4984191,-99.4379647,3,,,POINT (-99.4379647 27.4984191)
27.4982426,-99.438483,3,,,POINT (-99.438483 27.4982426)
27.4982534,-99.4379614,3,,,POINT (-99.4379614 27.4982534)
27.4985723,-99.4384902,3,,,POINT (-99.4384902 27.4985723)
27.4985831,-99.4379665,3,,,POINT (-99.4379665 27.4985831)
27.4988981,-99.43866,3,,,POINT (-99.43866 27.4988981)
27.4989018,-99.4384974,4,,,POINT (-99.4384974 27.4989018)
27.4989152,-99.4379082,3,,,POINT (-99.4379082 27.4989152)
27.4987338,-99.4384937,3,,,POINT (-99.4384937 27.4987338)
27.499065,-99.438501,3,,,POINT (-99.438501 27.499065)
27.4990811,-99.4379142,3,,,POINT (-99.4379142 27.4990811)
27.4992338,-99.4385046,3,,,POINT (-99.4385046 27.4992338)
27.4992448,-99.4379202,3,,,POINT (-99.4379202 27.4992448)
27.4994004,-99.4385083,3,,,POINT (-99.4385083 27.4994004)
27.4994156,-99.4379264,3,,,POINT (-99.4379264 27.4994156)
27.5864494,-99.4359033,3,,,POINT (-99.4359033 27.5864494)
27.5874673,-99.4351203,3,,,POINT (-99.4351203 27.5874673)
27.5880045,-99.4354277,3,,,POINT (-99.4354277 27.5880045)
27.5869856,-99.4340645,3,,,POINT (-99.4340645 27.5869856)
27.5874855,-99.4348685,3,,,POINT (-99.4348685 27.5874855)
27.58582,-99.4361736,3,,,POINT (-99.4361736 27.58582)
27.5867108,-99.4364617,3,,,POINT (-99.4364617 27.5867108)
27.5877801,-99.4353279,4,,,POINT (-99.4353279 27.5877801)
27.587052,-99.4366241,3,,,POINT (-99.4366241 27.587052)
27.5875033,-99.4360603,3,,,POINT (-99.4360603 27.5875033)
27.5867967,-99.4356362,3,,,POINT (-99.4356362 27.5867967)
27.5872988,-99.4359624,4,,,POINT (-99.4359624 27.5872988)
27.5875762,-99.4352184,4,,,POINT (-99.4352184 27.5875762)
27.5875739,-99.4346552,3,,,POINT (-99.4346552 27.5875739)
27.5871298,-99.433944,3,,,POINT (-99.433944 27.5871298)
27.5869644,-99.4358023,3,,,POINT (-99.4358023 27.5869644)
27.5868751,-99.4365399,3,,,POINT (-99.4365399 27.5868751)
27.587123,-99.4358782,4,,,POINT (-99.4358782 27.587123)
27.5873073,-99.4352452,3,,,POINT (-99.4352452 27.5873073)
27.5869311,-99.4355334,3,,,POINT (-99.4355334 27.5869311)
27.5873789,-99.4351904,3,,,POINT (-99.4351904 27.5873789)
27.5862666,-99.4363214,3,,,POINT (-99.4363214 27.5862666)
27.5858362,-99.4349681,3,,,POINT (-99.4349681 27.5858362)
27.585689,-99.436004,3,,,POINT (-99.436004 27.585689)
27.5861144,-99.4347494,3,,,POINT (-99.4347494 27.5861144)
27.5862338,-99.4355744,4,,,POINT (-99.4355744 27.5862338)
27.5867859,-99.435407,1,,,POINT (-99.435407 27.5867859)
27.5863506,-99.4357525,4,,,POINT (-99.4357525 27.5863506)
27.586363,-99.4354725,3,,,POINT (-99.4354725 27.586363)
27.5859764,-99.4348579,3,,,POINT (-99.4348579 27.5859764)
27.5860923,-99.435686,3,,,POINT (-99.435686 27.5860923)
27.5857061,-99.4350703,3,,,POINT (-99.4350703 27.5857061)
27.5859625,-99.4357884,3,,,POINT (-99.4357884 27.5859625)
27.5855677,-99.4351792,3,,,POINT (-99.4351792 27.5855677)
27.5858232,-99.4358982,3,,,POINT (-99.4358982 27.5858232)
27.5854363,-99.4352825,3,,,POINT (-99.4352825 27.5854363)
27.5866301,-99.4355306,3,,,POINT (-99.4355306 27.5866301)
27.586245,-99.4349603,3,,,POINT (-99.4349603 27.586245)
27.5013042,-99.507157,1,,,POINT (-99.507157 27.5013042)
27.5014112,-99.5047466,3,,,POINT (-99.5047466 27.5014112)
27.5006062,-99.5044048,4,,,POINT (-99.5044048 27.5006062)
27.5013971,-99.5052953,3,,,POINT (-99.5052953 27.5013971)
27.5011768,-99.5052824,3,,,POINT (-99.5052824 27.5011768)
27.5011245,-99.505596,1,,,POINT (-99.505596 27.5011245)
27.501247,-99.504861,1,,,POINT (-99.504861 27.501247)
27.4749467,-99.4720133,3,,,POINT (-99.4720133 27.4749467)
27.4721959,-99.4718348,3,,,POINT (-99.4718348 27.4721959)
27.4747314,-99.4715473,4,,,POINT (-99.4715473 27.4747314)
27.4743721,-99.4715411,4,,,POINT (-99.4715411 27.4743721)
27.474203,-99.4715382,3,,,POINT (-99.4715382 27.474203)
27.4742013,-99.4705679,3,,,POINT (-99.4705679 27.4742013)
27.4743713,-99.4705653,3,,,POINT (-99.4705653 27.4743713)
27.4745498,-99.4718598,3,,,POINT (-99.4718598 27.4745498)
27.4745498,-99.4705465,3,,,POINT (-99.4705465 27.4745498)
27.4747378,-99.4705138,3,,,POINT (-99.4705138 27.4747378)
27.4745498,-99.4715442,4,,,POINT (-99.4715442 27.4745498)
27.6294598,-99.5530582,1,,,POINT (-99.5530582 27.6294598)
27.6811149,-99.4802013,3,,,POINT (-99.4802013 27.6811149)
27.6803777,-99.4801876,3,,,POINT (-99.4801876 27.6803777)
27.6808141,-99.4801957,3,,,POINT (-99.4801957 27.6808141)
27.6805817,-99.4803782,3,,,POINT (-99.4803782 27.6805817)
27.7036788,-99.4594776,4,,,POINT (-99.4594776 27.7036788)
27.6941218,-99.4670717,3,,,POINT (-99.4670717 27.6941218)
27.6938687,-99.4655824,3,,,POINT (-99.4655824 27.6938687)
27.6951037,-99.4640431,3,,,POINT (-99.4640431 27.6951037)
27.6955083,-99.4630411,3,,,POINT (-99.4630411 27.6955083)
27.6934711,-99.463242,3,,,POINT (-99.463242 27.6934711)
27.6955322,-99.4667862,4,,,POINT (-99.4667862 27.6955322)
27.4851514,-99.4438226,3,,,POINT (-99.4438226 27.4851514)
27.48516,-99.4441117,1,,,POINT (-99.4441117 27.48516)
27.4851515,-99.4436809,3,,,POINT (-99.4436809 27.4851515)
27.4851486,-99.4435309,1,,,POINT (-99.4435309 27.4851486)
27.4806864,-99.444051,3,,,POINT (-99.444051 27.4806864)
27.4804003,-99.4439449,3,,,POINT (-99.4439449 27.4804003)
27.481157,-99.4439202,3,,,POINT (-99.4439202 27.481157)
27.4773411,-99.4456475,3,,,POINT (-99.4456475 27.4773411)
27.4774058,-99.4440915,3,,,POINT (-99.4440915 27.4774058)
27.4716197,-99.4473167,3,,,POINT (-99.4473167 27.4716197)
27.4719451,-99.4467679,3,,,POINT (-99.4467679 27.4719451)
27.4711276,-99.447285,3,,,POINT (-99.447285 27.4711276)
27.4717253,-99.4470223,3,,,POINT (-99.4470223 27.4717253)
27.4674399,-99.4480214,3,,,POINT (-99.4480214 27.4674399)
27.4674497,-99.4490908,3,,,POINT (-99.4490908 27.4674497)
27.4680902,-99.4488137,3,,,POINT (-99.4488137 27.4680902)
27.5065793,-99.4745671,3,,,POINT (-99.4745671 27.5065793)
27.5067392,-99.4745688,3,,,POINT (-99.4745688 27.5067392)
